rank,title,price,reviews_count,rating,asin,url,category_path,market_place,units_sold,category_name,log_reviews,log_price,log_units_sold,rank_group
68,Men's Bracelet | Personalised Men's Bracelet | Engraved Men's Bracelet | Stainless Steel Bracelet Customisable | Bracelet for Men or Women,22.95,23.0,4.5,B0DTFBW69Z,https://www.amazon.es/-/en/Bracelet-Personalised-Engraved-Stainless-Customisable/dp/B0DTFBW69Z/ref=zg_bs_g_handmade_d_sccl_18/523-4917105-0671243?psc=1,handmade,es,50.0,Handmade,3.1780538303479458,3.133317936506554,3.912023005428146,51-100
69,Easycosy Valentine's Day Gifts Personalized Photo Inside Bracelet Personalized Photo Bracelet Personalized Bracelets with Image Projection Gift for Father Couple Friend Boyfriend,18.99,137.0,4.3,B0FDJSYR5F,https://www.amazon.es/-/en/Easycosy-Valentines-Personalized-Bracelets-Projection/dp/B0FDJSYR5F/ref=zg_bs_g_handmade_d_sccl_19/523-4917105-0671243?psc=1,handmade,es,40.0,Handmade,4.927253685157205,2.9439125248241944,3.6888794541139363,51-100
71,"Tres Aristas Personalised Rainbow with Name + Star Pack | Children's Decoration for Shelves and Doors | Ideal Gift for Babies, Birthdays and Christenings",14.9,312.0,4.7,B0B2M11LZ5,https://www.amazon.es/-/en/Personalised-Childrens-Decoration-Birthdays-Christenings/dp/B0B2M11LZ5/ref=zg_bs_g_handmade_d_sccl_21/523-4917105-0671243?psc=1,handmade,es,30.0,Handmade,5.746203190540153,2.7013612129514133,3.4011973816621555,51-100
78,Balú Personalised Baby Towel + Personalised Bib | Baby Bath Cape with Embroidered Name | Newborn Baby Gift | Hooded | 100% Cotton | Soft and Hypoallergenic (4 Colours Available),26.95,59.0,5.0,B0CTFVX3JZ,https://www.amazon.es/-/en/Bal%C3%BA-Personalised-Embroidered-Hypoallergenic-Available/dp/B0CTFVX3JZ/ref=zg_bs_g_handmade_d_sccl_28/523-4917105-0671243?psc=1,handmade,es,20.0,Handmade,4.0943445622221,3.2939832973550063,2.995732273553991,51-100
79,"Natural Bee Wax Candles, Honey Candles for Rituals + Palo Santo (Pack of 14 Candles 10 cm x 2.2 cm) – Paraffin Free – 100% Artisanal, Origin Company in Sierra de La Culebra and Sanabria (Zamora)",14.99,57.0,4.2,B0C6HFSM4W,https://www.amazon.es/-/en/Natural-Candles-Honey-Rituals-Santo/dp/B0C6HFSM4W/ref=zg_bs_g_handmade_d_sccl_29/523-4917105-0671243?psc=1,handmade,es,20.0,Handmade,4.060443010546419,2.7073833121145063,2.995732273553991,51-100
86,Cute Baby- More Choices... | Personalized Pacifier with Baby Name | BPA Free | Ages 0+ | Pacifier (a.- Sweet Love),16.95,34.0,4.9,B0F2RN5P1Q,https://www.amazon.es/-/en/Baby-Choices-Personalized-Pacifier-Sweet/dp/B0F2RN5P1Q/ref=zg_bs_g_handmade_d_sccl_86/523-4917105-0671243?psc=1,handmade,es,40.0,Handmade,3.5553480614894135,2.830267833826459,3.6888794541139363,51-100
1,"Russell Hobbs Mini Cooler RH4CLR1001B 4L/6 Can Portable Mini Cooler & Warmer for Drinks, Cosmetics/Makeup/Skincare, AC/DC Power, Retro Style, Black, For Bedroom, Home, Caravan, Car",37.71,3468.0,4.3,B08PC71W32,https://www.amazon.co.uk/Russell-Hobbs-RH4CLR1001B-Portable-Cosmetics/dp/B08PC71W32/ref=zg_bs_g_appliances_d_sccl_1/257-0978573-9727207?psc=1,appliances,co.uk,400.0,Appliances,8.15162164696975,3.6299253112702656,5.991464547107982,Top 10
2,"AstroAI Mini Fridge 6 Litre / 8 Can | Cooler and Warmer | AC/DC | Small Fridge for Bedrooms, Car, Drinks, Beauty, Skincare, Travel (Deep Black)",42.8,1429.0,4.2,B0CHRPTXBJ,https://www.amazon.co.uk/AstroAI-Fridge-Cooler-Bedrooms-Skincare/dp/B0CHRPTXBJ/ref=zg_bs_g_appliances_d_sccl_2/257-0978573-9727207?psc=1,appliances,co.uk,900.0,Appliances,7.265429723253953,3.756538102587751,6.802394763324311,Top 10
3,"AMZCHEF Single Induction Cooker, Ultra-thin Induction Hob with Fashion Look, 10-level Power and Temperature Control, Black Frosted Glass Panel, Touch Sensor, 3-hour Timer, Safety Lock",37.85,5932.0,4.4,B09L4TM4QB,https://www.amazon.co.uk/AMZCHEF-Induction-Ultra-thin-10-level-Temperature/dp/B09L4TM4QB/ref=zg_bs_g_appliances_d_sccl_3/257-0978573-9727207?psc=1,appliances,co.uk,200.0,Appliances,8.688285266258644,3.6336309798834576,5.298317366548036,Top 10
5,"FOHERE Mini Fridge Portable, 5 Liter/6 Cans Small Fridge Cooler, Quiet, DC+AC Power, Cmpact Mini Fridge for the Office, Bedroom, Car, Travel, Black",34.27,493.0,4.5,B0BX9WF177,https://www.amazon.co.uk/Mini-Fridge-Bedrooms-Exclusive-Portable/dp/B0BX9WF177/ref=zg_bs_g_appliances_d_sccl_5/257-0978573-9727207?psc=1,appliances,co.uk,200.0,Appliances,6.202535517187923,3.5342703358865175,5.298317366548036,Top 10
8,no title,108.55,800.0,4.1,B0CLLRBLCT,https://www.amazon.co.uk/Fridgemaster-MUR4545-Small-Table-Fridge/dp/B0CLLRBLCT/ref=zg_bs_g_appliances_d_sccl_8/257-0978573-9727207?psc=1,appliances,co.uk,500.0,Appliances,6.68586094706836,4.6872108963243,6.214608098422191,Top 10
9,no title,137.05,1707.0,4.2,B0CTMKMT4L,https://www.amazon.co.uk/COMFEE-RCD93BL2-Reversible-Adjustable-Refrigerator/dp/B0CTMKMT4L/ref=zg_bs_g_appliances_d_sccl_9/257-0978573-9727207?psc=1,appliances,co.uk,200.0,Appliances,7.443078374348516,4.920345822748795,5.298317366548036,Top 10
11,"Enventor Mini Fridge 4 Litre, 6 Can Mini Fridges for Bedrooms, AC+12V DC Power Cooler & Warmer, Portable Small Fridge for Car, Travel, Home/Skincare, Makeup, Cosmetics/Drinks, Fruit, Food, Black",33.98,1092.0,4.2,B0C4GYM85P,https://www.amazon.co.uk/Enventor-Bedrooms-Portable-Skincare-Cosmetics/dp/B0C4GYM85P/ref=zg_bs_g_appliances_d_sccl_11/257-0978573-9727207?psc=1,appliances,co.uk,200.0,Appliances,6.996681488176539,3.525772116243786,5.298317366548036,11-50
12,no title,135.91,1577.0,4.5,B0FB8NFVH4,https://www.amazon.co.uk/COMFEE-RCC102BL2UK-Freestanding-Refrigeration-Outbuildings/dp/B0FB8NFVH4/ref=zg_bs_g_appliances_d_sccl_12/257-0978573-9727207?psc=1,appliances,co.uk,200.0,Appliances,7.363913501405819,4.911992901967256,5.298317366548036,11-50
14,"ARTETHYS Mini Fridge for Bedrooms 4L Skincare Beauty Fridge with LED Mirror Compact Car Fridge for Home Office Cosmetic, 220V AC/12V DC",37.69,401.0,4.1,B0CDLDXGXJ,https://www.amazon.co.uk/ARTETHYS-Bedrooms-Skincare-Compact-Cosmetic/dp/B0CDLDXGXJ/ref=zg_bs_g_appliances_d_sccl_14/257-0978573-9727207?psc=1,appliances,co.uk,200.0,Appliances,5.996452088619021,3.629394807279044,5.298317366548036,11-50
18,"Subcold Pro4 Luxury Mini Fridge Cooler | 4 Litre / 6 Cans | AC and Exclusive USB Power Option | Portable Small Fridge for the Office, Bedroom, Car, Travel, Skincare & Cosmetics (Black New)",45.69,1387.0,4.4,B0DP7RWJR9,https://www.amazon.co.uk/Subcold-Exclusive-Portable-Skincare-Cosmetics/dp/B0DP7RWJR9/ref=zg_bs_g_appliances_d_sccl_18/257-0978573-9727207?psc=1,appliances,co.uk,50.0,Appliances,7.23561914106675,3.8218794555751803,3.912023005428146,11-50
21,"CROWNFUL Mini Fridge, 4 Liter 6 Can Portable Cooler and Warmer, Personal Fridge for Skin Care, Cosmetics, Food, Great for Bedroom, Office, Car, Dorm, ETL Listed (White)",37.12,6066.0,4.3,B0BGR4JX3F,https://www.amazon.co.uk/CROWNFUL-Portable-Personal-Cosmetics-Bedroom/dp/B0BGR4JX3F/ref=zg_bs_g_appliances_d_sccl_21/257-0978573-9727207?psc=1,appliances,co.uk,300.0,Appliances,8.710619527942297,3.6141559079179997,5.703782474656201,11-50
25,no title,91.39,17292.0,4.3,B06W5FBHCJ,https://www.amazon.co.uk/CIARRA-Stainless-Recirculating-Ventilation-Extractor/dp/B06W5FBHCJ/ref=zg_bs_g_appliances_d_sccl_25/257-0978573-9727207?psc=1,appliances,co.uk,100.0,Appliances,9.758057074325922,4.51513606328411,4.605170185988092,11-50
26,no title,154.24,599.0,4.4,B0CT5GZQ1D,https://www.amazon.co.uk/COMFEE-RCT87BL2-Adjustable-Thermostats-Reversible/dp/B0CT5GZQ1D/ref=zg_bs_g_appliances_d_sccl_26/257-0978573-9727207?psc=1,appliances,co.uk,100.0,Appliances,6.396929655216146,5.038509830862235,4.605170185988092,11-50
29,no title,91.39,6202.0,4.5,B0CTTT5FCL,https://www.amazon.co.uk/Russell-Hobbs-Reversible-Temperature-RHTTF0E1W/dp/B0CTTT5FCL/ref=zg_bs_g_appliances_d_sccl_29/257-0978573-9727207?psc=1,appliances,co.uk,200.0,Appliances,8.732788324973118,4.51513606328411,5.298317366548036,11-50
35,no title,68.54,384.0,4.5,B0CY2KL7CZ,https://www.amazon.co.uk/Fridge-Fridges-Bedrooms-Thermoelectric-Skincare/dp/B0CY2KL7CZ/ref=zg_bs_g_appliances_d_sccl_35/257-0978573-9727207?psc=1,appliances,co.uk,100.0,Appliances,5.953243334287785,4.2274175164464625,4.605170185988092,11-50
38,no title,262.78,245.0,4.2,B0DHCP94D1,https://www.amazon.co.uk/COMFEE-Dishwasher-CDWMT201DW-UK-Countertop-Ventilated/dp/B0DHCP94D1/ref=zg_bs_g_appliances_d_sccl_38/257-0978573-9727207?psc=1,appliances,co.uk,100.0,Appliances,5.5053315359323625,5.571317180213676,4.605170185988092,11-50
40,no title,79.97,1544.0,4.3,B08TBR7H8P,https://www.amazon.co.uk/COMFEE-PYRA17B-60-Stainless-Extractor-Recirculating/dp/B08TBR7H8P/ref=zg_bs_g_appliances_d_sccl_40/257-0978573-9727207?psc=1,appliances,co.uk,100.0,Appliances,7.3427791893318455,4.381651564343798,4.605170185988092,11-50
42,no title,159.95,894.0,4.4,B0F8VJ5C6J,https://www.amazon.co.uk/COMFEE-RCU60BL2UK-Freestanding-Adjustable-Thermostat/dp/B0F8VJ5C6J/ref=zg_bs_g_appliances_d_sccl_42/257-0978573-9727207?psc=1,appliances,co.uk,100.0,Appliances,6.796823718274855,5.074861266395527,4.605170185988092,11-50
46,"Russell Hobbs Electric Ceramic Hob 59cm Wide with 4 Cooking Zones, Electric 9 Power Levels, Touch Control & Easy Clean, Safety Cut Off, Timer & LED Display, Child Lock RH60EH413B",113.12,39.0,4.1,B0DVC7NPSD,https://www.amazon.co.uk/Russell-Hobbs-Electric-Ceramic-RH60EH413B/dp/B0DVC7NPSD/ref=zg_bs_g_appliances_d_sccl_46/257-0978573-9727207?psc=1,appliances,co.uk,100.0,Appliances,3.6888794541139363,4.728449202148263,4.605170185988092,11-50
55,SIA CHL60BL 60cm Pyramid Chimney Cooker Hood Kitchen Extractor Fan In Black [Energy Class B],68.54,418.0,4.3,B07NMKZKJ9,https://www.amazon.co.uk/SIA-CHL60BL-Pyramid-Chimney-Extractor/dp/B07NMKZKJ9/ref=zg_bs_g_appliances_d_sccl_5/257-0978573-9727207?psc=1,appliances,co.uk,50.0,Appliances,6.037870919922137,4.2274175164464625,3.912023005428146,51-100
56,"YASHE Mini Fridge, 4 Liter/6 Cans Small Fridgerator for Bedroom, AC/DC Thermoelectric Cooler and Warmer for Skincare Drink Office Dorm Car, Black",41.58,2634.0,4.4,B0CPPHV91Q,https://www.amazon.co.uk/YASHE-Fridge-Office-Thermoelectric-Cooler/dp/B0CPPHV91Q/ref=zg_bs_g_appliances_d_sccl_6/257-0978573-9727207?psc=1,appliances,co.uk,50.0,Appliances,7.876638460975463,3.727619282429867,3.912023005428146,51-100
60,"DMD Collective – 3kg Mini Vented Tumble Dryer, 830W Compact Laundry Dyer with 5 Drying Modes, Stainless Steel Tub & Overheat Protection, 180min Timer Countertop/Wall Mounted",151.95,244.0,4.5,B0CSDDP7VD,https://www.amazon.co.uk/Temperature-Countertop-Stainless-Automatic-DMDTD1/dp/B0CSDDP7VD/ref=zg_bs_g_appliances_d_sccl_10/257-0978573-9727207?psc=1,appliances,co.uk,200.0,Appliances,5.501258210544727,5.023551519362802,5.298317366548036,51-100
61,"Enventor Mini Fridge 6 Litre/ 8 Can, AC+12V DC Power, Portable Cooler & Warmer, Small Fridge for Bedrooms, Car, Skincare, Fruit and Drinks, Black",44.66,58.0,4.4,B0DZX4395M,https://www.amazon.co.uk/Enventor-Fridge-Portable-Bedrooms-Skincare/dp/B0DZX4395M/ref=zg_bs_g_appliances_d_sccl_11/257-0978573-9727207?psc=1,appliances,co.uk,200.0,Appliances,4.07753744390572,3.799078246412012,5.298317366548036,51-100
66,no title,250.21,2502.0,4.4,B09P1574D8,https://www.amazon.co.uk/Karlxtom-Dishwasher-Portable-Programs-Auto-drying/dp/B09P1574D8/ref=zg_bs_g_appliances_d_sccl_16/257-0978573-9727207?psc=1,appliances,co.uk,200.0,Appliances,7.8252452914317745,5.52230056525969,5.298317366548036,51-100
67,"Mini Fridge 15 Liter/21 Cans, Upgrade Portable AC+DC Power Small Fridge for Bedroom, Car, Office, Thermoelectric Cooler and Warmer Skincare Fridge for Food, Drinks, Cosmetics, Max & ECO Mode",79.97,1830.0,4.1,B0BSL4SD9B,https://www.amazon.co.uk/Upgrade-Portable-Thermoelectric-Skincare-Cosmetics/dp/B0BSL4SD9B/ref=zg_bs_g_appliances_d_sccl_17/257-0978573-9727207?psc=1,appliances,co.uk,200.0,Appliances,7.5126175446745105,4.381651564343798,5.298317366548036,51-100
68,no title,239.93,616.0,4.3,B0GJD7RX7G,https://www.amazon.co.uk/COMFEE-Upgraded-Dishwasher-Settings-Countertop/dp/B0GJD7RX7G/ref=zg_bs_g_appliances_d_sccl_18/257-0978573-9727207?psc=1,appliances,co.uk,50.0,Appliances,6.424869023905388,5.48034721413233,3.912023005428146,51-100
69,no title,63.93,991.0,4.4,B09VS9DZ3L,https://www.amazon.co.uk/CIARRA-CAS6201A-Cooker-Hood/dp/B09VS9DZ3L/ref=zg_bs_g_appliances_d_sccl_19/257-0978573-9727207?psc=1,appliances,co.uk,200.0,Appliances,6.899723107284872,4.157788734778635,5.298317366548036,51-100
71,no title,193.1,824.0,4.0,B0DHTDGHGN,https://www.amazon.co.uk/Hisense-BI62020ABGUK-Built-Electric-530x595x595/dp/B0DHTDGHGN/ref=zg_bs_g_appliances_d_sccl_21/257-0978573-9727207?psc=1,appliances,co.uk,100.0,Appliances,6.715383386334681,5.263208189434469,4.605170185988092,51-100
72,"YASHE Mini Fridge, 6 Liter/8 Can 220-240V AC/DC Portable Thermoelectric Cooler Refrigerators for Bedroom, Skincare, Beverage, Office, Dorm Room and Car, Pink",62.83,585.0,4.4,B0DKN5J3HB,https://www.amazon.co.uk/YASHE-220-240V-Portable-Thermoelectric-Refrigerators/dp/B0DKN5J3HB/ref=zg_bs_g_appliances_d_sccl_22/257-0978573-9727207?psc=1,appliances,co.uk,50.0,Appliances,6.373319789577012,4.140432666414855,3.912023005428146,51-100
74,"Karinear Ceramic Hob, Electric Hob 60cm Built-in 4 Zones with Safe Lock, Timer, Touch Control 6000W, Hard Wired, No Plug Included",108.53,1284.0,4.5,B09C1L5FV8,https://www.amazon.co.uk/Ceramic-Karinear-Electric-Control-Included/dp/B09C1L5FV8/ref=zg_bs_g_appliances_d_sccl_24/257-0978573-9727207?psc=1,appliances,co.uk,100.0,Appliances,7.158513997329321,4.687026632457924,4.605170185988092,51-100
76,"Enventor Mini Fridge 4 Litre/ 6 Can, AC+12V DC Power, Portable Cooler & Warmer for Bedrooms, Home, Car, Travel/Skincare, Cosmetics/Fruit and Drinks, Black",34.27,77.0,4.4,B0DRSK9B9J,https://www.amazon.co.uk/Enventor-Portable-Bedrooms-Skincare-Cosmetics/dp/B0DRSK9B9J/ref=zg_bs_g_appliances_d_sccl_26/257-0978573-9727207?psc=1,appliances,co.uk,100.0,Appliances,4.356708826689592,3.5342703358865175,4.605170185988092,51-100
78,no title,89.11,901.0,4.3,B08TBPP92K,https://www.amazon.co.uk/COMFEE-ANGJ64B-60-Stainless-Extractor-Recirculating/dp/B08TBPP92K/ref=zg_bs_g_appliances_d_sccl_28/257-0978573-9727207?psc=1,appliances,co.uk,50.0,Appliances,6.804614520062624,4.4898715616246285,3.912023005428146,51-100
79,"ARTETHYS Mini Fridge for Bedrooms 10L Car Fridge Mini Refrigerator with System Cooler and Warmer for Home Office, 220V AC/12V DC, White",57.12,199.0,4.1,B0CDZP2269,https://www.amazon.co.uk/ARTETHYS-Fridge-Bedrooms-Refrigerator-System/dp/B0CDZP2269/ref=zg_bs_g_appliances_d_sccl_29/257-0978573-9727207?psc=1,appliances,co.uk,50.0,Appliances,5.298317366548036,4.0451543180313285,3.912023005428146,51-100
82,"Samsung Ceramic Hob with 4 Cooking Zones, With Touch Control, Colour: Black, Material: Glass, C61R2AEE",238.8,324.0,4.4,B001DENR0W,https://www.amazon.co.uk/SAMSUNG-C61R2AEE-Electric-Ceramic-Controls/dp/B001DENR0W/ref=zg_bs_g_appliances_d_sccl_82/257-0978573-9727207?psc=1,appliances,co.uk,30.0,Appliances,5.783825182329737,5.475626381518447,3.4011973816621555,51-100
84,no title,79.97,365.0,4.5,B0C49ZQXF5,https://www.amazon.co.uk/Bedrooms-Portable-Skincare-Function-Camping/dp/B0C49ZQXF5/ref=zg_bs_g_appliances_d_sccl_84/257-0978573-9727207?psc=1,appliances,co.uk,200.0,Appliances,5.902633333401366,4.381651564343798,5.298317366548036,51-100
88,no title,51.4,1297.0,4.2,B09RB4JLT8,https://www.amazon.co.uk/COMFEE-SLIF17B-60-Extractor-Cabinet-Mounted/dp/B09RB4JLT8/ref=zg_bs_g_appliances_d_sccl_88/257-0978573-9727207?psc=1,appliances,co.uk,100.0,Appliances,7.168579897264035,3.9396381724611196,4.605170185988092,51-100
92,Portable Fast Drying 1000W Electric Clothes Dryer Heated Indoor Home Dorms Buddy Hot Air Airer Machine Dri Suitable for All Fabrics Drier,65.12,836.0,4.3,B07N69DT9R,https://www.amazon.co.uk/Portable-Electric-Clothes-Machine-Suitable/dp/B07N69DT9R/ref=zg_bs_g_appliances_d_sccl_92/257-0978573-9727207?psc=1,appliances,co.uk,300.0,Appliances,6.729824070489475,4.176231721694285,5.703782474656201,51-100
93,"Karinear Plug in Induction Hob, 4 Zones Electric Hob 60cm, with Touch Control 9 Power Level & Child Safety Lock, Timer, Black Crystal Glass",159.94,687.0,4.5,B08SLKN8S2,https://www.amazon.co.uk/Induction-Electric-Cooktops-Unpolished-Karinear/dp/B08SLKN8S2/ref=zg_bs_g_appliances_d_sccl_93/257-0978573-9727207?psc=1,appliances,co.uk,100.0,Appliances,6.5337888379333435,5.0747987449037435,4.605170185988092,51-100
1,"HANSKA 100 Black Nitrile Disposable Gloves, Powder Free, Disposable, Ambidextrous, Non-Sterile, Rubber Base, Suitable for Medical Areas, Food Handling (100, M)",5.99,4183.0,4.5,B0BPSPVGR4,https://www.amazon.it/-/en/HANSKA-Disposable-Ambidextrous-Non-Sterile-Suitable/dp/B0BPSPVGR4/ref=zg_bs_g_industrial_d_sccl_1/521-5530574-8902912?psc=1,industrial,it,600.0,Industrial,8.339023005744759,1.7900914121273581,6.396929655216146,Top 10
2,"EQM - ECO-301 - Isopropanol - Isopropyl Alcohol 99.9% - 750 ML - Cleaning of electronic components, lenses and screens - Cleaning of 3D printing resins - Glass cleaner, degreaser",7.89,16063.0,4.7,B08RY7TF9X,https://www.amazon.it/-/en/EQM-Isopropanol-Isopropyl-electronic-components/dp/B08RY7TF9X/ref=zg_bs_g_industrial_d_sccl_2/521-5530574-8902912?psc=1,industrial,it,1000.0,Industrial,9.684336022491456,2.065596134857783,6.907755278982137,Top 10
3,"HANSKA 100 Blue Nitrile Disposable Gloves, Powder Free, Disposable, Ambidextrous, Non-Sterile, Rubber Base, Suitable for Medical Areas, Food Handling (100, L)",5.99,2567.0,4.6,B0BZSH1JSQ,https://www.amazon.it/-/en/HANSKA-Disposable-Ambidextrous-Non-Sterile-Suitable/dp/B0BZSH1JSQ/ref=zg_bs_g_industrial_d_sccl_3/521-5530574-8902912?psc=1,industrial,it,1000.0,Industrial,7.850882664809852,1.7900914121273581,6.907755278982137,Top 10
4,"R MOVE 100 Pcs Black M Powder Free Disposable Nitrile Gloves, Ambidextrous Gloves, Food Grade Disposable Gloves, Non-Sterile, Latex Free, Hypoallergenic - for Medical, Beauticians, Tattooists (M",4.9,6964.0,4.6,B0B6PXSYQH,https://www.amazon.it/-/en/MOVE-Disposable-Ambidextrous-Non-Sterile-Hypoallergenic/dp/B0B6PXSYQH/ref=zg_bs_g_industrial_d_sccl_4/521-5530574-8902912?psc=1,industrial,it,1000.0,Industrial,8.848652886213905,1.589235205116581,6.907755278982137,Top 10
5,AmazonCommercial Paper Towels Single Fold (V-Fold/Z-Fold) Cellulose 2 Ply 3990 Sheets (15 Packs of 266) Sheet Size: 22 cm x 21 cm Compatible with H3 Dispenser,33.85,3818.0,4.6,B07XRG36NG,https://www.amazon.it/-/en/AmazonCommercial-Towels-Single-V-Fold-Cellulose/dp/B07XRG36NG/ref=zg_bs_g_industrial_d_sccl_5/521-5530574-8902912?psc=1,industrial,it,900.0,Industrial,8.247743887225516,3.521938999358284,6.802394763324311,Top 10
6,"eSUN PLA Filament 1.75mm, Basic PLA Filament for 3D Printers Dimensional Accuracy +/- 0.05mm, 1kg Spool (2.2lbs)Fast PLA Filament for 3D Printers, Black",17.99,7657.0,4.4,B0CR1DBBFN,https://www.amazon.it/-/en/eSUN-Filament-Printers-Dimensional-Accuracy/dp/B0CR1DBBFN/ref=zg_bs_g_industrial_d_sccl_6/521-5530574-8902912?psc=1,industrial,it,500.0,Industrial,8.943506132037239,2.8898160479624417,6.214608098422191,Top 10
7,"Regina Disposable Towels - Pack of 100 Services, Practical and Hygienic Disposable Towels, 100% FSC Cellulose, Biodegradable, Dispenser Pack",7.49,1837.0,4.6,B09NP4F5VL,https://www.amazon.it/-/en/Regina-Disposable-Towels-Practical-Biodegradable/dp/B09NP4F5VL/ref=zg_bs_g_industrial_d_sccl_7/521-5530574-8902912?psc=1,industrial,it,1000.0,Industrial,7.516433302915632,2.0135687975291283,6.907755278982137,Top 10
8,"R MOVE 6 Rolls Massage Bed Paper 60 m, Medical Sheet for Cot 60 cm Height, 2 Ply Pure Cellulose, Beautician Sheets, Medical Rolls, Beautician Bed Roll (6)",25.99,836.0,4.7,B0CGRXSGTY,https://www.amazon.it/-/en/MOVE-Massage-Medical-Cellulose-Beautician/dp/B0CGRXSGTY/ref=zg_bs_g_industrial_d_sccl_8/521-5530574-8902912?psc=1,industrial,it,1000.0,Industrial,6.729824070489475,3.2577118486533987,6.907755278982137,Top 10
9,"IMBALLAGGI 2000 - Roll of Massage Bed Paper, 6 Pieces 60 cm x 55 m in 100% Cellulose, 1 x 6 Rolls of Paper Beautician Bed Absorbent – Medical Sheets for Therapy, Disposable Hygienic Sheets",25.74,2351.0,4.6,B0CMXLK1C8,https://www.amazon.it/-/en/IMBALLAGGI-2000-Cellulose-Beautician-Disposable/dp/B0CMXLK1C8/ref=zg_bs_g_industrial_d_sccl_9/521-5530574-8902912?psc=1,industrial,it,1000.0,Industrial,7.763021309018518,3.2480462021679806,6.907755278982137,Top 10
10,"FRIO - 10 Large Black Sacks 150 Litres Large Bin Liners MAXI WEIGHT for Waste Bin, Recycling, with Ties, 80 x 120 cm, Multilayer, Heavy Duty",2.99,867.0,4.6,B00XI4HI5K,https://www.amazon.it/-/en/FRIO-Litres-Liners-Recycling-Multilayer/dp/B00XI4HI5K/ref=zg_bs_g_industrial_d_sccl_10/521-5530574-8902912?psc=1,industrial,it,1000.0,Industrial,6.7661917146603505,1.095273387402595,6.907755278982137,Top 10
11,"SUNLU PLA+ Filament 1.75 mm for 3D Printer and 3D Pens, PLA Plus Filament 1 kg, Neatly Wound, Filament Tolerance Accuracy +/- 0.02 mm (Black)",16.99,8474.0,4.6,B07XFKW972,https://www.amazon.it/-/en/SUNLU-PLA-Filament-3D-Printer/dp/B07XFKW972/ref=zg_bs_g_industrial_d_sccl_11/521-5530574-8902912?psc=1,industrial,it,200.0,Industrial,9.044875932248651,2.8326249356838407,5.298317366548036,11-50
12,"YISSVIC Portable Electric Food Warmer 1.8L 80W with 4 in 1 Thermal Bag (12V/24V/220V-240V), Stainless Steel Quick Heating, Fork and Spoon Included, Ideal for Car, Office, Travel",23.74,85.0,4.6,B0FLJQNH7L,https://www.amazon.it/-/en/YISSVIC-Portable-Electric-220V-240V-Stainless/dp/B0FLJQNH7L/ref=zg_bs_g_industrial_d_sccl_12/521-5530574-8902912?psc=1,industrial,it,500.0,Industrial,4.454347296253507,3.167161389181522,6.214608098422191,11-50
13,"Papernet Bio Tech 407575 Toilet Paper, 96 Rolls of Pure Cellulose 19.8 m Each Naturally Fights Pathogenic Bacteria 2 Ply 17,280 Tears 9.5 x 11 cm",33.2,4421.0,4.4,B00LA1QX9K,https://www.amazon.it/-/en/Papernet-407575-Cellulose-Naturally-Pathogenic/dp/B00LA1QX9K/ref=zg_bs_g_industrial_d_sccl_13/521-5530574-8902912?psc=1,industrial,it,500.0,Industrial,8.394347361417392,3.502549875922443,6.214608098422191,11-50
14,"Vantamo Personal Anti-Aggression Alarm for Women Self Defense with Double 130dB Speaker, Female Self-Defense Kit with Bright Strobe Light and Battery Charge Indicator",12.59,5417.0,4.5,B0F743FK2Q,https://www.amazon.it/-/en/Vantamo-Personal-Anti-Aggression-Self-Defense-Indicator/dp/B0F743FK2Q/ref=zg_bs_g_industrial_d_sccl_14/521-5530574-8902912?psc=1,industrial,it,100.0,Industrial,8.59748202264504,2.532902848056256,4.605170185988092,11-50
15,"Drain and Drain Drain, Flexible Strong Drain Unblocker, Professional Cleaning Brushes, Reusable Cleaning Brush Pipes, for Kitchens Baths Bathrooms Toilets Sewers (6 in 1)",7.98,333.0,4.2,B0FFBBKDD3,https://www.amazon.it/-/en/Flexible-Unblocker-Professional-Cleaning-Bathrooms/dp/B0FFBBKDD3/ref=zg_bs_g_industrial_d_sccl_15/521-5530574-8902912?psc=1,industrial,it,600.0,Industrial,5.811140992976701,2.0769384114617173,6.396929655216146,11-50
16,"Meowyn Portable Silent Aerosol, USB-C Rechargeable Ultrasonic Aerosol Machine for Adults and Children, Quiet, Less Residues",36.09,6304.0,4.3,B0BVFX88CZ,https://www.amazon.it/-/en/Meowyn-Portable-Rechargeable-Ultrasonic-Children/dp/B0BVFX88CZ/ref=zg_bs_g_industrial_d_sccl_16/521-5530574-8902912?psc=1,industrial,it,1000.0,Industrial,8.74909824839902,3.586015818654697,6.907755278982137,11-50
17,Mixed Plastic Bags with Self Seal Seal for Mailing Clothes Postal Packaging Shipping Hardened Medium Grey Plastic Bags (100),7.99,15219.0,4.5,B0CJ621Q1R,https://www.amazon.it/-/en/Plastic-Mailing-Packaging-Shipping-Hardened/dp/B0CJ621Q1R/ref=zg_bs_g_industrial_d_sccl_17/521-5530574-8902912?psc=1,industrial,it,1000.0,Industrial,9.630365631415676,2.0781907597781832,6.907755278982137,11-50
18,Gpzon B26 Blood Pressure Monitor Arm Cuff Machine BP Accurate Automatic High Blood Pressure Kit White/Blue with 22-40cm Wide Cuff,32.99,17242.0,4.4,B01M9BZOO2,https://www.amazon.it/-/en/B26-Pressure-Monitor-Accurate-Automatic/dp/B01M9BZOO2/ref=zg_bs_g_industrial_d_sccl_18/521-5530574-8902912?psc=1,industrial,it,1000.0,Industrial,9.755161543000131,3.49620448524049,6.907755278982137,11-50
