,rank,title,price,reviews_count,rating,asin,url,category_path,market_place,unit_sold,category_name
2200,6,"Amazon Basics 40-Pack AA Alkaline Industrial Batteries, 1.5 Volt, 5-Year Shelf Life",10.39,144945.0,4.5,B07MLFBJG3,https://www.amazon.co.uk/AmazonBasics-AA-Industrial-Alkaline-Batteries/dp/B07MLFBJG3/ref=zg_bs_g_electronics_d_sccl_6/525-8185996-4578109?psc=1,Electronics-Photo,co.uk,5000.0,Electronics
2201,7,"DURACELL 2025 Lithium Coin Batteries 3V (4 Pack) - Up to 70% Extra Life - Baby Secure Technology - For Use in Key Fobs, Fitness Watches and 3D Glasses - Baby Secure Packaging",5.77,165137.0,4.7,B01CG0ZBPK,https://www.amazon.co.uk/DURACELL-2025-Lithium-Coin-Batteries-Metallic/dp/B01CG0ZBPK/ref=zg_bs_g_electronics_d_sccl_7/525-8185996-4578109?psc=1,Electronics-Photo,co.uk,5000.0,Electronics
2202,8,Duracell Plus 9V Batteries (4 Pack) - Alkaline - 100% Life Guaranteed - Reliability For Everyday Devices - 0% Plastic Packaging - 5-Year Storage - 6LR61 MN1604,13.53,12475.0,4.7,B093CBYWSL,https://www.amazon.co.uk/Duracell-Alkaline-Batteries-6LR61-MN1604/dp/B093CBYWSL/ref=zg_bs_g_electronics_d_sccl_8/525-8185996-4578109?psc=1,Electronics-Photo,co.uk,5000.0,Electronics
2203,9,"Amazon Kindle (newest gen) – Lightest and most compact Kindle with glare-free display, faster page turns, adjustable front light and long battery life – 16 GB – Without Ads – Black",119.96,16469.0,4.6,B0CP32JG8B,https://www.amazon.co.uk/kindle-2024/dp/B0CP32JG8B/ref=zg_bs_g_electronics_d_sccl_9/525-8185996-4578109?psc=1,Electronics-Photo,co.uk,5000.0,Electronics
2204,10,"Masterplug Four Socket Extension Lead, 5 Metre Cable, Unswitched, 4-Way Plug Extension Cable, Power Strip, Basic Power, White, 13A, 4G, 5m, BFG5N",10.68,56914.0,4.6,B0001P0GDK,https://www.amazon.co.uk/Masterplug-BFG5N-13amp-Socket-Extension/dp/B0001P0GDK/ref=zg_bs_g_electronics_d_sccl_10/525-8185996-4578109?psc=1,Electronics-Photo,co.uk,4000.0,Electronics
2205,11,Energizer Alkaline Power - AA Batteries (24 Pack) - Double A Battery 1.5V - Up To 50% Longer Lasting - For Everyday Devices - 100% Recyclable Packaging - 7 Year Shelf-Life [Amazon Exclusive],10.51,81458.0,4.7,B07L49RDJH,https://www.amazon.co.uk/Energizer-Batteries-Alkaline-Power-Double/dp/B07L49RDJH/ref=zg_bs_g_electronics_d_sccl_11/525-8185996-4578109?psc=1,Electronics-Photo,co.uk,3000.0,Electronics
2206,12,CR2032 Batteries 3V Lithium – Pack of 10 – (CR 2032 / Batteries CR2032 / DL2032 / ECR2032/) GP Extra By GP Batteries Ideal for CMOS - Remotes – Head Torch - Tea Light Candles – Toys – Keyfob – Scales,6.78,21244.0,4.6,B07QLZ3DGG,https://www.amazon.co.uk/CR2032-Battery-3V-Lithium-Batteries/dp/B07QLZ3DGG/ref=zg_bs_g_electronics_d_sccl_12/525-8185996-4578109?psc=1,Electronics-Photo,co.uk,,Electronics
2207,13,"Amazon Fire TV Stick 4K Plus streaming device, supports Wi-Fi 6, Dolby Vision/Atmos, HDR10+",68.54,28412.0,4.7,B0F7ZFCZNL,https://www.amazon.co.uk/Amazon-streaming-device-supports-Vision/dp/B0F7ZFCZNL/ref=zg_bs_g_electronics_d_sccl_13/525-8185996-4578109?psc=1,Electronics-Photo,co.uk,,Electronics
2208,14,Energizer Alkaline Power - AAA Batteries (24 Pack) - Triple A Battery 1.5V - Up To 50% Longer Lasting - For Everyday Devices - 100% Recyclable Packaging - 7 Year Shelf-Life [Amazon Exclusive],11.19,19717.0,4.7,B07L4JW13K,https://www.amazon.co.uk/Energizer-Batteries-Alkaline-Power-Triple/dp/B07L4JW13K/ref=zg_bs_g_electronics_d_sccl_14/525-8185996-4578109?psc=1,Electronics-Photo,co.uk,1000.0,Electronics
2209,15,"Amazon Basics 12-Pack Rechargeable AA NiMH High-Capacity Batteries, 2400 mAh, 1.2V, Recharge up to 400x Times, Pre-Charged",11.81,230157.0,4.4,B07NWT6YLD,https://www.amazon.co.uk/AmazonBasics-High-Capacity-Rechargeable-Batteries-Pre-charged-Black/dp/B07NWT6YLD/ref=zg_bs_g_electronics_d_sccl_15/525-8185996-4578109?psc=1,Electronics-Photo,co.uk,4000.0,Electronics
2210,16,"DURACELL Optimum AA Batteries (12 Pack) – Alkaline Batteries 1.5V – 200% More Power Boost Actives – Meets Demands Of Modern Devices – 100% Recyclable, 0% Plastic Packaging – MX1500",11.43,33092.0,4.7,B093CBBKG8,https://www.amazon.co.uk/Duracell-Optimum-Alkaline-Batteries-MX1500/dp/B093CBBKG8/ref=zg_bs_g_electronics_d_sccl_16/525-8185996-4578109?psc=1,Electronics-Photo,co.uk,5000.0,Electronics
2211,17,"STATUS 4 Way Socket Extension Lead, 1m Cable Multi-Plug Power Strip for Home & Office Use, Wall Mountable in White (4WS1M20)",9.7,5668.0,4.6,B00HD78QPE,https://www.amazon.co.uk/STATUS-Extension-Multi-Plug-Mountable-4WS1M20/dp/B00HD78QPE/ref=zg_bs_g_electronics_d_sccl_17/525-8185996-4578109?psc=1,Electronics-Photo,co.uk,,Electronics
2212,18,"Ring Battery Video Doorbell | DIY Wireless Video Doorbell Camera with Head-To-Toe View, HD Video | Easy to install (5 min) | With Built-in Battery I 30-day free trial of Ring Subscription Plan",114.25,18000.0,4.5,B0BZWQP9Z1,https://www.amazon.co.uk/ring-battery-video-doorbell-diy-wireless-video-doorbell-camera-with-head-to-toe-view-hd-video-easy-to-install-5-min-30-day-free-trial-of-ring-protect/dp/B0BZWQP9Z1/ref=zg_bs_g_electronics_d_sccl_18/525-8185996-4578109?psc=1,Electronics-Photo,co.uk,5000.0,Electronics
2213,19,Echo Dot (Newest gen) | Big vibrant sound Wi-Fi and Bluetooth smart speaker with Alexa | Charcoal,62.83,51975.0,4.7,B09B96TG33,https://www.amazon.co.uk/echo-dot-2022/dp/B09B96TG33/ref=zg_bs_g_electronics_d_sccl_19/525-8185996-4578109?psc=1,Electronics-Photo,co.uk,,Electronics
2214,20,"Tapo C210 2K 3MP Pan/Tilt Indoor Camera House Security Camera, WiFi Camera, No Monthly Fee, AI Detection, Dog Puppy Camera, Baby Camera Monitor, 360° View, Night Vision, Works with Alexa & Google",22.83,163118.0,4.6,B08ZNTM1X1,https://www.amazon.co.uk/Tapo-Security-Rotational-Definition-C210/dp/B08ZNTM1X1/ref=zg_bs_g_electronics_d_sccl_20/525-8185996-4578109?psc=1,Electronics-Photo,co.uk,5000.0,Electronics
2215,21,"TESSAN Universal Travel Adapter Worldwide with 2 USB C and 2 USB A Ports, Universal Plug Adaptor UK to World, International Adapter for EU, USA, UK, Australia, Thailand etc. not a Voltage Converter",19.41,2849.0,4.6,B0C1NRTR81,https://www.amazon.co.uk/TESSAN-Universal-Worldwide-International-Countries/dp/B0C1NRTR81/ref=zg_bs_g_electronics_d_sccl_21/525-8185996-4578109?psc=1,Electronics-Photo,co.uk,5000.0,Electronics
2216,22,"Amazon Fire TV Stick 4K Max (Newest gen), supports Wi-Fi 6E, Ambient Experience",79.97,16393.0,4.6,B0CW4BT33G,https://www.amazon.co.uk/Amazon-Fire-TV-Stick-4K-Max/dp/B0CW4BT33G/ref=zg_bs_g_electronics_d_sccl_22/525-8185996-4578109?psc=1,Electronics-Photo,co.uk,,Electronics
2217,23,"UK to European Travel Adaptor with 4 USB Ports(1 USB C), Grounded EU Euro Europe to UK Power Plug Adapter for Germany Spain France Iceland Greece Poland Netherlands Austria Turkey etc (Type E/F)",9.7,2708.0,4.7,B0C7YY6F2B,https://www.amazon.co.uk/European-Adaptor-Grounded-Adapter-Netherlands-Grey/dp/B0C7YY6F2B/ref=zg_bs_g_electronics_d_sccl_23/525-8185996-4578109?psc=1,Electronics-Photo,co.uk,5000.0,Electronics
2218,24,"PERLESMITH TV Wall Bracket, Swivel Tilt Wall Mount for 26-70 Inch Flat & Curved TVs up to 45kg, Max. VESA 400x400mm",25.11,73206.0,4.7,B07KF9TC3J,https://www.amazon.co.uk/Bracket-Swivels-Extends-Motion-400x400mm-23-55-inch/dp/B07KF9TC3J/ref=zg_bs_g_electronics_d_sccl_24/525-8185996-4578109?psc=1,Electronics-Photo,co.uk,,Electronics
2219,25,"Duracell Rechargeable AA Batteries (Pack of 4), 2500 mAh NiMH, pre-charged, Our No.1 Longest Lasting Rechargeable Battery",13.15,40160.0,4.6,B00E3DVQFS,https://www.amazon.co.uk/Duracell-Rechargeable-pre-charged-Rechargable-recyclable-Pack-4/dp/B00E3DVQFS/ref=zg_bs_g_electronics_d_sccl_25/525-8185996-4578109?psc=1,Electronics-Photo,co.uk,,Electronics
2220,26,4X Duracell Cr 2032 Lithium (1 Blister Pack of 4 Batteries) 4 Batteries,5.91,2155.0,4.7,B0C3HGSN2X,https://www.amazon.co.uk/Duracell-2032-Lithium-Blister-Batteries/dp/B0C3HGSN2X/ref=zg_bs_g_electronics_d_sccl_26/525-8185996-4578109?psc=1,Electronics-Photo,co.uk,5000.0,Electronics
2221,27,Pipestation Toothbrush Adapter Plug UK Shaver Plug Adaptor UK for Toothbrush Plug,6.84,7505.0,4.5,B09K4811C1,https://www.amazon.co.uk/Pipestation-Toothbrush-Adaptor-Bathroom-Convertor-White/dp/B09K4811C1/ref=zg_bs_g_electronics_d_sccl_27/525-8185996-4578109?psc=1,Electronics-Photo,co.uk,5000.0,Electronics
2222,28,"Amazon Kindle Paperwhite (newest gen) – Our fastest Kindle ever, with new glare-free display and weeks of battery life – 16GB – Without Ads - Black",194.23,12024.0,4.6,B0CFPWLGF2,https://www.amazon.co.uk/kindle-paperwhite-2024/dp/B0CFPWLGF2/ref=zg_bs_g_electronics_d_sccl_28/525-8185996-4578109?psc=1,Electronics-Photo,co.uk,4000.0,Electronics
2223,29,"Duracell CR2032 Lithium Coin Batteries 3V (2 Pack) - Up to 70% Extra Life* - Baby Secure Technology – Recommended for use in Apple AirTag - Use in Key Fobs, Home Devices, Fitness, Medical Accessories",3.28,72574.0,4.7,B003UOYB8A,https://www.amazon.co.uk/Duracell-2032-Twin-Pack-silver/dp/B003UOYB8A/ref=zg_bs_g_electronics_d_sccl_29/525-8185996-4578109?psc=1,Electronics-Photo,co.uk,,Electronics
2224,30,"PERLESMITH TV Wall Bracket for 13-42 inch TVs, Swivel Tilt Extend Wall Mount for Flat & Curved TV up to 20kg, Max.VESA 200x200mm",13.51,73164.0,4.6,B07Z7FQCJ9,https://www.amazon.co.uk/Bracket-Swivels-monitor-max-VESA-200x200mm/dp/B07Z7FQCJ9/ref=zg_bs_g_electronics_d_sccl_30/525-8185996-4578109?psc=1,Electronics-Photo,co.uk,5000.0,Electronics
2225,31,"Extension Lead with USB Slots(2 USB C), HANYCONY 4 Way Plug Extension Socket with Individual Switches, 1.8M Extension Cable, Wall Mount Extension Cord, Desk Power Strip for Bedroom Office Accessories",15.98,1201.0,4.6,B0CZN3W8Z5,https://www.amazon.co.uk/Extension-Individual-Switches-Bedroom-Accessories-White/dp/B0CZN3W8Z5/ref=zg_bs_g_electronics_d_sccl_31/525-8185996-4578109?psc=1,Electronics-Photo,co.uk,1000.0,Electronics
2226,32,"USB Plug UK,USB Charger Plugs Adaptor UK 5W Phone Plugs with USB Port Compact Mains Charge Head with Smart IC 5V 1AMP Charging Compatible with iPhone 13 12 11 SE XS XR X 8 7 6 5,iPad,Watch,2Pack",6.84,150.0,4.5,B0FXTYRMQG,https://www.amazon.co.uk/Charger-Adaptor-Compact-Charging-Compatible/dp/B0FXTYRMQG/ref=zg_bs_g_electronics_d_sccl_32/525-8185996-4578109?psc=1,Electronics-Photo,co.uk,4000.0,Electronics
2227,33,"Amazon Basics 4-Pack 9V Alkaline Batteries, 9V/6LR61, 5-Year Shelf Life - for Smoke/CO Detector, Electronics & Audio",7.19,233221.0,4.6,B0774D64LT,https://www.amazon.co.uk/AmazonBasics-Everyday-Alkaline-Batteries-4-Pack/dp/B0774D64LT/ref=zg_bs_g_electronics_d_sccl_33/525-8185996-4578109?psc=1,Electronics-Photo,co.uk,5000.0,Electronics
2228,34,"4 Way Surge Protected Extension Lead with USB Slots – Multi Plug Power Strip Extension Cable with Double Switches, Plug Extension Socket 1.8M Braided Extension Cord for Home Office Accessories",14.84,1494.0,4.6,B0BJV7DHTG,https://www.amazon.co.uk/Extension-Protected-Double-Switches-Office-White/dp/B0BJV7DHTG/ref=zg_bs_g_electronics_d_sccl_34/525-8185996-4578109?psc=1,Electronics-Photo,co.uk,1000.0,Electronics
2229,35,"Panasonic CR2032 3.0 Volt Long Lasting Lithium Coin Cell Batteries in Child Resistant, Standards Based Packaging, 2-Battery Pack",3.77,3428.0,4.7,B08967MWWK,https://www.amazon.co.uk/Panasonic-Batteries-Resistant-Standards-Packaging-Silver/dp/B08967MWWK/ref=zg_bs_g_electronics_d_sccl_35/525-8185996-4578109?psc=1,Electronics-Photo,co.uk,5000.0,Electronics
2230,36,"Amazon Basics 8-Pack Rechargeable AA NiMH Batteries, 2000 mAh, 1.2V, Recharge up to 1000x Times, Pre-Charged",9.41,174568.0,4.4,B00CWNMV4G,https://www.amazon.co.uk/AmazonBasics-Pre-Charged-Rechargeable-Batteries-minimum-White/dp/B00CWNMV4G/ref=zg_bs_g_electronics_d_sccl_36/525-8185996-4578109?psc=1,Electronics-Photo,co.uk,1000.0,Electronics
2231,37,"Replacement Voice Remote 3rd Gen with Voice Function fit for AMZ Smart TVs 4K/4K Max/Lite/Cube Stick,and fit for Smart TVs Cube (1st Gen and Later)",10.27,1446.0,4.3,B07Q1GVKH6,https://www.amazon.co.uk/Replacement-Voice-Remote-Function-Smart/dp/B07Q1GVKH6/ref=zg_bs_g_electronics_d_sccl_37/525-8185996-4578109?psc=1,Electronics-Photo,co.uk,,Electronics
2232,38,"IONOS 2 Socket Cable Reel, 10m, Green Extension Lead, 13A with Thermal Cut Out, Heavy Duty Outdoor Extension Lead (ION13A10MCR6)",16.65,18630.0,4.6,B0DPG5J37G,https://www.amazon.co.uk/Socket-Extension-Thermal-Outdoor-ION13A10MCR6/dp/B0DPG5J37G/ref=zg_bs_g_electronics_d_sccl_38/525-8185996-4578109?psc=1,Electronics-Photo,co.uk,1000.0,Electronics
2233,39,"5Plus 10-Pack LR44 AG13 357 303 SR44 A76 675 392 394 384 376 1.5V Alkaline Button Cell Batteries – Ideal for Watches, Hearing Aids, Glucometers, Key Fobs, Car Keys, and Small Electronics",3.42,12030.0,4.6,B08YNR3RZY,https://www.amazon.co.uk/5Plus-Group-Battery-Button-Batteries/dp/B08YNR3RZY/ref=zg_bs_g_electronics_d_sccl_39/525-8185996-4578109?psc=1,Electronics-Photo,co.uk,5000.0,Electronics
2234,40,"Kodak Xtralife 60-Pack AA Batteries, Double A Alkaline Battery Pack, 1.5V, 10-Year Shelf Life, LR6, Ideal for High-Drain Devices, 12x More Power, Plastic Free Cardboard Outer Carton",24.62,18606.0,4.6,B00NFR1M7U,https://www.amazon.co.uk/KODAK-AA-Batteries-60-Pack-Black-Yellow/dp/B00NFR1M7U/ref=zg_bs_g_electronics_d_sccl_40/525-8185996-4578109?psc=1,Electronics-Photo,co.uk,2000.0,Electronics
2235,41,Energizer Advanced - AAA Batteries (12 Pack) - Triple A Battery 1.5V - Up To 100% Longer Lasting - Ideal for High-Drain Devices - 0% Plastic Packaging - 10 Year Shelf Life [Amazon Exclusive],8.56,5331.0,4.6,B0DJWBHLQ2,https://www.amazon.co.uk/Energizer-Advanced-Batteries-High-Drain-Packaging/dp/B0DJWBHLQ2/ref=zg_bs_g_electronics_d_sccl_41/525-8185996-4578109?psc=1,Electronics-Photo,co.uk,5000.0,Electronics
2236,42,"VonHaus TV Wall Bracket for 32-75"" Screens, Ultra-Slim TV Bracket with Spirit Level, Flat to Wall Mount, 55kg Capacity, Max VESA: 400x400mm",15.98,9873.0,4.4,B01FJUIXYK,https://www.amazon.co.uk/VonHaus-Bracket-Design-Curved-Televisions/dp/B01FJUIXYK/ref=zg_bs_g_electronics_d_sccl_42/525-8185996-4578109?psc=1,Electronics-Photo,co.uk,4000.0,Electronics
2237,43,no title,278.81,3858.0,4.1,B0D7ZC2QY4,https://www.amazon.co.uk/tcl-55pf650k-55-inch-4k-ultra-hd-hdr-tv-smart-led-fire-tv-dolby-vision-dolby-atmos-dts-hdr-10-alexa-built-in-airplay2-miracast/dp/B0D7ZC2QY4/ref=zg_bs_g_electronics_d_sccl_43/525-8185996-4578109?psc=1,Electronics-Photo,co.uk,,Electronics
2238,44,"Tower Extension Lead, (3250W 13A) Extension Tower 8 AC Outlets & 4 USB Ports, Surge Protection Extension Lead with 4 Independent Switch, 17W USB C Ports Extension Cable 3M for Office, Home, Kitchen",23.96,9540.0,4.7,B09C7MWZ9M,https://www.amazon.co.uk/Extension-Protection-Independent-Control-Kitchen/dp/B09C7MWZ9M/ref=zg_bs_g_electronics_d_sccl_44/525-8185996-4578109?psc=1,Electronics-Photo,co.uk,1000.0,Electronics
2239,45,"DURACELL LR44 (8 Pack) Specialty Alkaline Battery 1.5V (A76)– +50% EXTRA LIFE– For Thermometers, Flashlights, Watches, Security Systems & Medical Devices – 5–Year Storage Guarantee - Leak Prevention",6.73,28158.0,4.7,B06WVD81JX,https://www.amazon.co.uk/DURACELL-specialty-alkaline-battery-EXTRA-Black/dp/B06WVD81JX/ref=zg_bs_g_electronics_d_sccl_45/525-8185996-4578109?psc=1,Electronics-Photo,co.uk,2000.0,Electronics
2240,46,"Double Dragon UK to US & Australia Travel Adapter | 3-Pin to 2-Pin Plug Converter with Swivel Pins | Works in USA, Canada, Japan, Thailand, Australia, New Zealand, China & More | 100V-240V | 2-Pack",4.56,860.0,4.5,B0D6996NLK,https://www.amazon.co.uk/Double-Dragon-UK-Adapter-USA-white/dp/B0D6996NLK/ref=zg_bs_g_electronics_d_sccl_46/525-8185996-4578109?psc=1,Electronics-Photo,co.uk,4000.0,Electronics
2241,51,"Ultra Alkaline Triple A Batteries, Long Lasting Power - Ideal for Camera, Alarm & Industrial Use - 10-Year Shelf Life - 36 Pack by GP AAA Batteries",13.7,19126.0,4.6,B00MA20XLW,https://www.amazon.co.uk/triple-aaa-batteries-bulk-alkaline/dp/B00MA20XLW/ref=zg_bs_g_electronics_d_sccl_1/525-8185996-4578109?psc=1,Electronics-Photo,co.uk,5000.0,Electronics
2242,52,"Pixel 500ml Screen Cleaner Spray & Microfiber Cloth Kit for LED, OLED, QLED, LCD TV, Laptops, Monitors, Phones, Tablets, Premium Natural Spray Cleaning Kit",9.13,3730.0,4.6,B0C8BGM5Y2,https://www.amazon.co.uk/Natural-Cleaner-Computers-Monitors-Cleaning/dp/B0C8BGM5Y2/ref=zg_bs_g_electronics_d_sccl_2/525-8185996-4578109?psc=1,Electronics-Photo,co.uk,,Electronics
2243,53,"iO Clean Screen Cleaner Spray (16oz - 473ml) – Professional Cleaning Kit for LCD LED OLED TV, Smartphone, iPad, Laptop, Touchscreen and Computer Monitor – Includes 2 Sprayers & Microfibre Cloth",13.59,10700.0,4.5,B0997HW4JP,https://www.amazon.co.uk/iO-CLEAN-Screen-Cleaner-Spray/dp/B0997HW4JP/ref=zg_bs_g_electronics_d_sccl_3/525-8185996-4578109?psc=1,Electronics-Photo,co.uk,,Electronics
2244,54,"2m TV Aerial Cable with Right Angled Plug + Adapter – Coaxial RF Lead Male to Male – Gold-Plated Connector – Freeview, Freesat, Sky Box, BT, TV Antenna Extension",9.13,12168.0,4.5,B07MVH4LKK,https://www.amazon.co.uk/TV-Aerial-Cable-Coaxial-Ariel/dp/B07MVH4LKK/ref=zg_bs_g_electronics_d_sccl_4/525-8185996-4578109?psc=1,Electronics-Photo,co.uk,1000.0,Electronics
2245,55,"Amazon Basics 12-Pack C Cell All-Purpose Alkaline Batteries, 1.5 Volt, 5-Year Shelf Life",15.53,166052.0,4.6,B00MH4QI26,https://www.amazon.co.uk/AmazonBasics-Cell-Alkaline-Batteries-Pack-White/dp/B00MH4QI26/ref=zg_bs_g_electronics_d_sccl_5/525-8185996-4578109?psc=1,Electronics-Photo,co.uk,2000.0,Electronics
2246,56,"USB Plug,2Pack USB Plug UK Adaptor Phone Charger Mains Charge Dual Port Twin Wall Plugs with Smart IC 5V 1AMP Charging Compatible with iPhone 16 15 14 13 12 11 XS XR X 8 7 6,iPad Pro,Samsung,Mobile",6.79,6326.0,4.4,B0DN8Q22RH,https://www.amazon.co.uk/Adaptor-Charger-Charge-Charging-Samsung-Black/dp/B0DN8Q22RH/ref=zg_bs_g_electronics_d_sccl_6/525-8185996-4578109?psc=1,Electronics-Photo,co.uk,2000.0,Electronics
2247,57,"Ring Indoor Camera (2nd Gen) | Plug-In Pet Security Camera | 1080p HD, Two-Way Talk, Wifi, Privacy Cover, DIY | alternative to CCTV system | 30-day free trial of Ring Subscription Plan",44.56,8686.0,4.6,B0B6GKH3C2,https://www.amazon.co.uk/ring-indoor-camera-2nd-gen-by-amazon-plug-in-indoor-security-camera/dp/B0B6GKH3C2/ref=zg_bs_g_electronics_d_sccl_7/525-8185996-4578109?psc=1,Electronics-Photo,co.uk,,Electronics
2248,58,DURACELL Plus AA Batteries (36 Pack) – Alkaline Batteries 1.5V – Up to 150% Extra Life with POWER BOOST Actives– Reliability For Everyday Devices – 0% Plastic Packaging – 10-Year Storage - LR6 MN1500,27.41,7175.0,4.8,B094R672D3,https://www.amazon.co.uk/Duracell-Alkaline-Batteries-MN1500-exclusive/dp/B094R672D3/ref=zg_bs_g_electronics_d_sccl_8/525-8185996-4578109?psc=1,Electronics-Photo,co.uk,1000.0,Electronics
2249,59,Roku® Streaming Stick™ 2025 – HD Roku Streaming Device for TV with Voice Remote – Free and Live TV,31.98,1058.0,4.5,B0F9B2786Y,https://www.amazon.co.uk/Roku%C2%AE-Streaming-StickTM-2025-Device-purple/dp/B0F9B2786Y/ref=zg_bs_g_electronics_d_sccl_9/525-8185996-4578109?psc=1,Electronics-Photo,co.uk,,Electronics
2250,60,"5Plus Group 5 Pcs 2032 CR2032 DL2032 ECR2032 3V Lithium Coin Cell Batteries – Ideal for Keyfobs, Scales, AirTags, Wearables, and Other Devices – Great for Home, Professional, and Commercial Use",3.76,10323.0,4.5,B08YQHPPGG,https://www.amazon.co.uk/CR2032-DL2032-ECR2032-Lithium-Batteries/dp/B08YQHPPGG/ref=zg_bs_g_electronics_d_sccl_10/525-8185996-4578109?psc=1,Electronics-Photo,co.uk,5000.0,Electronics
2251,61,"2 Way 3 Pin Power Plug Adaptor Splitter 13A Multi Wall Plug Cube 3 pins Socket Splitter Extension Plug adaptor UK Socket Splitter Block for Kitchen, Home, Office etc (pack of 1)",5.7,475.0,4.5,B0F88SRPWX,https://www.amazon.co.uk/Adaptor-Splitter-Extension-adaptor-Kitchen/dp/B0F88SRPWX/ref=zg_bs_g_electronics_d_sccl_11/525-8185996-4578109?psc=1,Electronics-Photo,co.uk,4000.0,Electronics
2252,62,"BONTEC Ultra Slim TV Wall Bracket, Tilting TV Wall Mount for 23-60 Inch Flat and Curved TVs, Low Profile Wall Mount 30mm from Wall, Universal TV Mount Holds 45kg, Max VESA 400x400mm, Secure Lock",15.53,22611.0,4.6,B07TJGXV1G,https://www.amazon.co.uk/1home-Profile-Bracket-400x400mm-Capacity/dp/B07TJGXV1G/ref=zg_bs_g_electronics_d_sccl_12/525-8185996-4578109?psc=1,Electronics-Photo,co.uk,3000.0,Electronics
2253,63,GP CR2025 3V Lithium Coin Cell Batteries 10 Pack - Flat Battery for Car Key/Key Fob Audi Mercedes Nissan - DL2025 2025 Batteries also suitable for scales/toys/heartrate monitor etc,10.27,4926.0,4.6,B08H7PCLHB,https://www.amazon.co.uk/CR2025-Battery-Lithium-batteries-Batteries/dp/B08H7PCLHB/ref=zg_bs_g_electronics_d_sccl_13/525-8185996-4578109?psc=1,Electronics-Photo,co.uk,,Electronics
2254,64,"Kodak Fun Saver Disposable Camera with Flash – 27 Exposures, 35mm Film, Ready to Use, Ideal for Indoor and Outdoor Photography, Holidays and",20.4,5308.0,4.4,B00083CZCK,https://www.amazon.co.uk/Kodak-One-Time-Use-Disposable-Camera-ISO-800-multicolour/dp/B00083CZCK/ref=zg_bs_g_electronics_d_sccl_14/525-8185996-4578109?psc=1,Electronics-Photo,co.uk,4000.0,Electronics
2255,65,"Double Dragon EU Travel Plug Adapter | UK 3 PIN to European 2 PIN Plug Converter Type C, E, F for Spain, France, Italy, Portugal, Germany, Greece, Sweden, Norway, Poland, Denmark, Finland (Pack of 2)",5.13,1121.0,4.6,B0D69CP8PH,https://www.amazon.co.uk/Double-Dragon-Plug-Adapter-Pack-white/dp/B0D69CP8PH/ref=zg_bs_g_electronics_d_sccl_15/525-8185996-4578109?psc=1,Electronics-Photo,co.uk,2000.0,Electronics
2256,66,"Energizer Max - 9V Battery (3 Pack) - Nine Volt Alkaline Block Batteries - Reliable Power for Fire Alarms, Smoke Detectors, Radios, Toys - 100% Recyclable Plastic Free Packaging - 5 Year Shelf Life",10.76,16578.0,4.6,B07G3786VW,https://www.amazon.co.uk/Energizer-MAX-Alkaline-Batteries-Pack/dp/B07G3786VW/ref=zg_bs_g_electronics_d_sccl_16/525-8185996-4578109?psc=1,Electronics-Photo,co.uk,,Electronics
2257,67,Warriors 4X High Capacity 9V 9 Volt Alkaline Super Long Lasting Battery Batteries Smoke Alarm Detectors Remote Control Car (4X),6.5,5359.0,4.6,B0BYD6PXZH,https://www.amazon.co.uk/Warriors-Capacity-Alkaline-Batteries-Detectors/dp/B0BYD6PXZH/ref=zg_bs_g_electronics_d_sccl_17/525-8185996-4578109?psc=1,Electronics-Photo,co.uk,3000.0,Electronics
2258,68,"Allmax AAA (LR03) Maximum Power Alkaline Triple A Batteries (24 Count) – Ultra Long-Lasting, Leakproof Design, 10-Year Shelf Life, Maximum Performance (1.5V)",7.99,27457.0,4.6,B0791BS4NL,https://www.amazon.co.uk/Allmax-Maximum-Power-Alkaline-Batteries/dp/B0791BS4NL/ref=zg_bs_g_electronics_d_sccl_18/525-8185996-4578109?psc=1,Electronics-Photo,co.uk,,Electronics
2259,69,no title,284.5,2976.0,4.4,B0F7WH2QM2,https://www.amazon.co.uk/Hisense-50A6QTUK-Ultra-Smart-Precision/dp/B0F7WH2QM2/ref=zg_bs_g_electronics_d_sccl_19/525-8185996-4578109?psc=1,Electronics-Photo,co.uk,500.0,Electronics
2260,70,"blurams Pet Camera 2K, Indoor Cameras, Dog Camera, 360° Home Security Cameras, Color Night Vision, Motion Tracking, 2-Way Talk, Cloud&SD, APP Control, Works with Alexa",18.26,37260.0,4.2,B07YB8HZ8T,https://www.amazon.co.uk/Blurams-Security-Monitor-Tracking-Assistant-2k-new/dp/B07YB8HZ8T/ref=zg_bs_g_electronics_d_sccl_20/525-8185996-4578109?psc=1,Electronics-Photo,co.uk,,Electronics
2261,71,"Garmin vívoactive 5 GPS Smartwatch, AMOLED Touchscreen",182.96,9443.0,4.5,B0CG6NR413,https://www.amazon.co.uk/Garmin-v%C3%ADvoactive-Smartwatch-Monitoring-Personalised/dp/B0CG6NR413/ref=zg_bs_g_electronics_d_sccl_21/525-8185996-4578109?psc=1,Electronics-Photo,co.uk,1000.0,Electronics
